,territory_name,epiweek,situation_name,value,epiyear
7,Distrito Federal,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
8,Espírito Santo,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
10,Maranhão,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
14,Paraná,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
15,Paraíba,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
21,Rio de Janeiro,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
22,Rondônia,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
25,Sergipe,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
27,Tocantins,13.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
5,Brasil,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
6,Ceará,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
8,Espírito Santo,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
10,Maranhão,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
14,Paraná,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
15,Paraíba,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
21,Rio de Janeiro,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
22,Rondônia,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
25,Sergipe,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
27,Tocantins,14.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
5,Brasil,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
6,Ceará,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
8,Espírito Santo,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
10,Maranhão,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
14,Paraná,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
15,Paraíba,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
21,Rio de Janeiro,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
22,Rondônia,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
25,Sergipe,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
27,Tocantins,15.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (10.0 % do país),2009
5,Brasil,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (100.0 % do país),2009
6,Ceará,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
8,Espírito Santo,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,16.0,Dado estável. Sujeito a pequenas alterações.,0.02 (10.0 % do país),2009
10,Maranhão,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (20.0 % do país),2009
14,Paraná,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
15,Paraíba,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
21,Rio de Janeiro,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (20.0 % do país),2009
22,Rondônia,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,16.0,Dado estável. Sujeito a pequenas alterações.,0.02 (10.0 % do país),2009
25,Sergipe,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,16.0,Dado estável. Sujeito a pequenas alterações.,0.01 (30.0 % do país),2009
27,Tocantins,16.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
5,Brasil,17.0,Dado estável. Sujeito a pequenas alterações.,0.01 (100.0 % do país),2009
6,Ceará,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,17.0,Dado estável. Sujeito a pequenas alterações.,0.04 (6.7 % do país),2009
8,Espírito Santo,17.0,Dado estável. Sujeito a pequenas alterações.,0.03 (6.7 % do país),2009
9,Goiás,17.0,Dado estável. Sujeito a pequenas alterações.,0.02 (6.7 % do país),2009
10,Maranhão,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,17.0,Dado estável. Sujeito a pequenas alterações.,0.01 (6.7 % do país),2009
14,Paraná,17.0,Dado estável. Sujeito a pequenas alterações.,0.01 (6.7 % do país),2009
15,Paraíba,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
21,Rio de Janeiro,17.0,Dado estável. Sujeito a pequenas alterações.,0.01 (6.7 % do país),2009
22,Rondônia,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
25,Sergipe,17.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,17.0,Dado estável. Sujeito a pequenas alterações.,0.02 (46.7 % do país),2009
27,Tocantins,17.0,Dado estável. Sujeito a pequenas alterações.,0.14 (13.3 % do país),2009
0,Acre,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
5,Brasil,18.0,Dado estável. Sujeito a pequenas alterações.,0.01 (100.0 % do país),2009
6,Ceará,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,18.0,Dado estável. Sujeito a pequenas alterações.,0.04 (3.8 % do país),2009
8,Espírito Santo,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
10,Maranhão,18.0,Dado estável. Sujeito a pequenas alterações.,0.02 (3.8 % do país),2009
11,Mato Grosso,18.0,Dado estável. Sujeito a pequenas alterações.,0.03 (3.8 % do país),2009
12,Mato Grosso do Sul,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,18.0,Dado estável. Sujeito a pequenas alterações.,0.01 (7.7 % do país),2009
14,Paraná,18.0,Dado estável. Sujeito a pequenas alterações.,0.02 (7.7 % do país),2009
15,Paraíba,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,18.0,Dado estável. Sujeito a pequenas alterações.,0.05 (15.4 % do país),2009
17,Pernambuco,18.0,Dado estável. Sujeito a pequenas alterações.,0.01 (3.8 % do país),2009
18,Piauí,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,18.0,Dado estável. Sujeito a pequenas alterações.,0.02 (7.7 % do país),2009
21,Rio de Janeiro,18.0,Dado estável. Sujeito a pequenas alterações.,0.01 (7.7 % do país),2009
22,Rondônia,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,18.0,Dado estável. Sujeito a pequenas alterações.,0.02 (3.8 % do país),2009
25,Sergipe,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,18.0,Dado estável. Sujeito a pequenas alterações.,0.02 (34.6 % do país),2009
27,Tocantins,18.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,19.0,Dado estável. Sujeito a pequenas alterações.,0.01 (4.5 % do país),2009
5,Brasil,19.0,Dado estável. Sujeito a pequenas alterações.,0.01 (100.0 % do país),2009
6,Ceará,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,19.0,Dado estável. Sujeito a pequenas alterações.,0.04 (4.5 % do país),2009
8,Espírito Santo,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
10,Maranhão,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,19.0,Dado estável. Sujeito a pequenas alterações.,0.01 (9.1 % do país),2009
14,Paraná,19.0,Dado estável. Sujeito a pequenas alterações.,0.05 (22.7 % do país),2009
15,Paraíba,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,19.0,Dado estável. Sujeito a pequenas alterações.,0.03 (9.1 % do país),2009
17,Pernambuco,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,19.0,Dado estável. Sujeito a pequenas alterações.,0.03 (4.5 % do país),2009
19,Rio Grande do Norte,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,19.0,Dado estável. Sujeito a pequenas alterações.,0.02 (9.1 % do país),2009
21,Rio de Janeiro,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
22,Rondônia,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,19.0,Dado estável. Sujeito a pequenas alterações.,0.03 (9.1 % do país),2009
25,Sergipe,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,19.0,Dado estável. Sujeito a pequenas alterações.,0.01 (27.3 % do país),2009
27,Tocantins,19.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
2,Amapá,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
5,Brasil,20.0,Dado estável. Sujeito a pequenas alterações.,0.01 (100.0 % do país),2009
6,Ceará,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
8,Espírito Santo,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,20.0,Dado estável. Sujeito a pequenas alterações.,0.02 (5.3 % do país),2009
10,Maranhão,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
12,Mato Grosso do Sul,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
14,Paraná,20.0,Dado estável. Sujeito a pequenas alterações.,0.07 (36.8 % do país),2009
15,Paraíba,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
18,Piauí,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,20.0,Dado estável. Sujeito a pequenas alterações.,0.03 (5.3 % do país),2009
20,Rio Grande do Sul,20.0,Dado estável. Sujeito a pequenas alterações.,0.02 (10.5 % do país),2009
21,Rio de Janeiro,20.0,Dado estável. Sujeito a pequenas alterações.,0.02 (15.8 % do país),2009
22,Rondônia,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
23,Roraima,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
24,Santa Catarina,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
25,Sergipe,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
26,São Paulo,20.0,Dado estável. Sujeito a pequenas alterações.,0.01 (26.3 % do país),2009
27,Tocantins,20.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
0,Acre,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
1,Alagoas,21.0,Dado estável. Sujeito a pequenas alterações.,0.03 (3.8 % do país),2009
2,Amapá,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
3,Amazonas,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
4,Bahia,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
5,Brasil,21.0,Dado estável. Sujeito a pequenas alterações.,0.01 (100.0 % do país),2009
6,Ceará,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
7,Distrito Federal,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
8,Espírito Santo,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
9,Goiás,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
10,Maranhão,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
11,Mato Grosso,21.0,Dado estável. Sujeito a pequenas alterações.,0.03 (3.8 % do país),2009
12,Mato Grosso do Sul,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
13,Minas Gerais,21.0,Dado estável. Sujeito a pequenas alterações.,0.03 (19.2 % do país),2009
14,Paraná,21.0,Dado estável. Sujeito a pequenas alterações.,0.03 (11.5 % do país),2009
15,Paraíba,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
16,Pará,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
17,Pernambuco,21.0,Dado estável. Sujeito a pequenas alterações.,0.02 (7.7 % do país),2009
18,Piauí,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
19,Rio Grande do Norte,21.0,Dado estável. Sujeito a pequenas alterações.,0.00,2009
20,Rio Grande do Sul,21.0,Dado estável. Sujeito a pequenas alterações.,0.04 (15.4 % do país),2009
